date,area,month,cases,deaths
2020-05-05,Alameda,May,59.0,1.0
2020-05-06,Alameda,May,43.0,2.0
2020-05-07,Alameda,May,37.0,1.0
2020-05-08,Alameda,May,60.0,2.0
2020-05-09,Alameda,May,43.0,1.0
2020-05-10,Alameda,May,43.0,1.0
2020-05-11,Alameda,May,77.0,2.0
2020-05-12,Alameda,May,50.0,3.0
2020-05-13,Alameda,May,62.0,1.0
2020-05-14,Alameda,May,58.0,1.0
2020-05-15,Alameda,May,91.0,2.0
2020-05-16,Alameda,May,34.0,2.0
2020-05-17,Alameda,May,50.0,1.0
2020-05-18,Alameda,May,95.0,1.0
2020-05-19,Alameda,May,73.0,0.0
2020-05-20,Alameda,May,75.0,0.0
2020-05-21,Alameda,May,73.0,1.0
2020-05-22,Alameda,May,65.0,1.0
2020-05-23,Alameda,May,54.0,1.0
2020-05-24,Alameda,May,41.0,1.0
2020-05-25,Alameda,May,73.0,1.0
2020-05-26,Alameda,May,93.0,0.0
2020-05-27,Alameda,May,93.0,0.0
2020-05-28,Alameda,May,82.0,1.0
2020-05-29,Alameda,May,99.0,1.0
2020-05-30,Alameda,May,35.0,2.0
2020-05-31,Alameda,May,26.0,1.0
2020-06-01,Alameda,June,106.0,2.0
2020-06-02,Alameda,June,65.0,0.0
2020-06-03,Alameda,June,76.0,1.0
2020-06-04,Alameda,June,59.0,0.0
2020-06-05,Alameda,June,99.0,1.0
2020-06-06,Alameda,June,51.0,1.0
2020-06-07,Alameda,June,45.0,1.0
2020-06-08,Alameda,June,113.0,1.0
2020-06-09,Alameda,June,80.0,2.0
2020-06-10,Alameda,June,110.0,2.0
2020-06-11,Alameda,June,100.0,1.0
2020-06-12,Alameda,June,131.0,1.0
2020-06-13,Alameda,June,73.0,0.0
2020-06-14,Alameda,June,63.0,0.0
2020-06-15,Alameda,June,145.0,2.0
2020-06-16,Alameda,June,125.0,2.0
2020-06-17,Alameda,June,116.0,0.0
2020-06-18,Alameda,June,123.0,3.0
2020-06-19,Alameda,June,129.0,1.0
2020-06-20,Alameda,June,72.0,2.0
2020-06-21,Alameda,June,62.0,2.0
2020-06-22,Alameda,June,194.0,1.0
2020-06-23,Alameda,June,151.0,2.0
2020-06-24,Alameda,June,181.0,1.0
2020-06-25,Alameda,June,161.0,0.0
2020-06-26,Alameda,June,191.0,2.0
2020-06-27,Alameda,June,86.0,0.0
2020-06-28,Alameda,June,95.0,2.0
2020-06-29,Alameda,June,259.0,0.0
2020-06-30,Alameda,June,210.0,1.0
2020-07-01,Alameda,July,249.0,0.0
2020-07-02,Alameda,July,221.0,4.0
2020-07-03,Alameda,July,126.0,1.0
2020-07-04,Alameda,July,121.0,1.0
2020-07-05,Alameda,July,112.0,0.0
2020-07-06,Alameda,July,252.0,0.0
2020-07-07,Alameda,July,238.0,3.0
2020-07-08,Alameda,July,319.0,2.0
2020-07-09,Alameda,July,293.0,1.0
2020-07-10,Alameda,July,236.0,3.0
2020-07-11,Alameda,July,157.0,2.0
2020-07-12,Alameda,July,102.0,2.0
2020-07-13,Alameda,July,271.0,1.0
2020-07-14,Alameda,July,308.0,3.0
2020-07-15,Alameda,July,340.0,1.0
2020-07-16,Alameda,July,202.0,2.0
2020-07-17,Alameda,July,233.0,5.0
2020-07-18,Alameda,July,140.0,0.0
2020-07-19,Alameda,July,136.0,1.0
2020-07-20,Alameda,July,237.0,0.0
2020-07-21,Alameda,July,253.0,2.0
2020-07-22,Alameda,July,214.0,1.0
2020-07-23,Alameda,July,219.0,3.0
2020-07-24,Alameda,July,239.0,1.0
2020-07-25,Alameda,July,142.0,3.0
2020-07-26,Alameda,July,97.0,0.0
2020-07-27,Alameda,July,238.0,4.0
2020-07-28,Alameda,July,227.0,1.0
2020-07-29,Alameda,July,224.0,6.0
2020-07-30,Alameda,July,220.0,2.0
2020-07-31,Alameda,July,197.0,3.0
2020-08-01,Alameda,August,132.0,3.0
2020-08-02,Alameda,August,111.0,1.0
2020-08-03,Alameda,August,244.0,3.0
2020-08-04,Alameda,August,183.0,3.0
2020-08-05,Alameda,August,217.0,2.0
2020-08-06,Alameda,August,212.0,3.0
2020-08-07,Alameda,August,220.0,3.0
2020-08-08,Alameda,August,109.0,3.0
2020-08-09,Alameda,August,110.0,1.0
2020-08-10,Alameda,August,278.0,4.0
2020-08-11,Alameda,August,240.0,3.0
2020-08-12,Alameda,August,258.0,3.0
2020-08-13,Alameda,August,212.0,0.0
2020-08-14,Alameda,August,274.0,2.0
2020-08-15,Alameda,August,139.0,5.0
2020-08-16,Alameda,August,77.0,0.0
2020-08-17,Alameda,August,288.0,3.0
2020-08-18,Alameda,August,190.0,4.0
2020-08-19,Alameda,August,176.0,5.0
2020-08-20,Alameda,August,158.0,4.0
2020-08-21,Alameda,August,159.0,3.0
2020-08-22,Alameda,August,91.0,4.0
2020-08-23,Alameda,August,94.0,3.0
2020-08-24,Alameda,August,223.0,8.0
2020-08-25,Alameda,August,194.0,1.0
2020-08-26,Alameda,August,158.0,4.0
2020-08-27,Alameda,August,161.0,5.0
2020-08-28,Alameda,August,144.0,4.0
2020-08-29,Alameda,August,84.0,6.0
2020-08-30,Alameda,August,66.0,7.0
2020-08-31,Alameda,August,124.0,0.0
2020-09-01,Alameda,September,144.0,3.0
2020-09-02,Alameda,September,139.0,4.0
2020-09-03,Alameda,September,118.0,3.0
2020-09-04,Alameda,September,103.0,3.0
2020-09-05,Alameda,September,68.0,5.0
2020-09-06,Alameda,September,47.0,6.0
2020-09-07,Alameda,September,58.0,2.0
2020-09-08,Alameda,September,122.0,2.0
2020-09-09,Alameda,September,107.0,3.0
2020-09-10,Alameda,September,79.0,4.0
2020-09-11,Alameda,September,74.0,2.0
2020-09-12,Alameda,September,56.0,4.0
2020-09-13,Alameda,September,59.0,1.0
2020-09-14,Alameda,September,106.0,2.0
2020-09-15,Alameda,September,127.0,2.0
2020-09-16,Alameda,September,106.0,3.0
2020-09-17,Alameda,September,96.0,7.0
2020-09-18,Alameda,September,98.0,2.0
2020-09-19,Alameda,September,65.0,3.0
2020-09-20,Alameda,September,51.0,3.0
2020-09-21,Alameda,September,100.0,1.0
2020-09-22,Alameda,September,79.0,4.0
2020-09-23,Alameda,September,79.0,2.0
2020-09-24,Alameda,September,68.0,3.0
2020-09-25,Alameda,September,75.0,1.0
2020-09-26,Alameda,September,54.0,1.0
2020-09-27,Alameda,September,57.0,0.0
2020-09-28,Alameda,September,80.0,0.0
2020-09-29,Alameda,September,85.0,3.0
2020-09-30,Alameda,September,76.0,0.0
2020-10-01,Alameda,October,77.0,4.0
2020-10-02,Alameda,October,60.0,2.0
2020-10-03,Alameda,October,54.0,1.0
2020-10-04,Alameda,October,44.0,0.0
2020-10-05,Alameda,October,95.0,0.0
2020-10-06,Alameda,October,88.0,0.0
2020-10-07,Alameda,October,90.0,1.0
2020-10-08,Alameda,October,76.0,2.0
2020-10-09,Alameda,October,80.0,1.0
2020-10-10,Alameda,October,48.0,1.0
2020-10-11,Alameda,October,50.0,1.0
2020-10-12,Alameda,October,89.0,1.0
2020-10-13,Alameda,October,78.0,1.0
2020-10-14,Alameda,October,104.0,1.0
2020-10-15,Alameda,October,97.0,1.0
2020-10-16,Alameda,October,67.0,0.0
2020-10-17,Alameda,October,54.0,0.0
2020-10-18,Alameda,October,45.0,0.0
2020-10-19,Alameda,October,104.0,1.0
2020-10-20,Alameda,October,109.0,0.0
2020-10-21,Alameda,October,103.0,1.0
2020-10-22,Alameda,October,88.0,0.0
2020-10-23,Alameda,October,101.0,0.0
2020-10-24,Alameda,October,72.0,1.0
2020-10-25,Alameda,October,71.0,1.0
2020-10-26,Alameda,October,106.0,0.0
2020-10-27,Alameda,October,112.0,0.0
2020-10-28,Alameda,October,111.0,2.0
2020-10-29,Alameda,October,100.0,5.0
2020-10-30,Alameda,October,163.0,0.0
2020-10-31,Alameda,October,79.0,2.0
2020-11-01,Alameda,November,115.0,3.0
2020-11-02,Alameda,November,161.0,1.0
2020-11-03,Alameda,November,196.0,0.0
2020-11-04,Alameda,November,184.0,1.0
2020-11-05,Alameda,November,178.0,1.0
2020-11-06,Alameda,November,178.0,2.0
2020-11-07,Alameda,November,132.0,0.0
2020-11-08,Alameda,November,109.0,2.0
2020-11-09,Alameda,November,228.0,0.0
2020-11-10,Alameda,November,249.0,0.0
2020-11-11,Alameda,November,230.0,0.0
2020-11-12,Alameda,November,242.0,4.0
2020-11-13,Alameda,November,267.0,3.0
2020-11-14,Alameda,November,216.0,2.0
2020-11-15,Alameda,November,266.0,1.0
2020-11-16,Alameda,November,318.0,2.0
2020-11-17,Alameda,November,347.0,1.0
2020-11-18,Alameda,November,323.0,1.0
2020-11-19,Alameda,November,262.0,1.0
2020-11-20,Alameda,November,343.0,0.0
2020-11-21,Alameda,November,210.0,0.0
2020-11-22,Alameda,November,183.0,0.0
2020-11-23,Alameda,November,433.0,0.0
2020-11-24,Alameda,November,414.0,2.0
2020-11-25,Alameda,November,478.0,1.0
2020-11-26,Alameda,November,216.0,1.0
2020-11-27,Alameda,November,412.0,1.0
2020-11-28,Alameda,November,438.0,2.0
2020-11-29,Alameda,November,309.0,3.0
2020-11-30,Alameda,November,784.0,4.0
2020-12-01,Alameda,December,814.0,0.0
2020-12-02,Alameda,December,685.0,2.0
2020-12-03,Alameda,December,621.0,4.0
2020-12-04,Alameda,December,756.0,0.0
2020-12-05,Alameda,December,548.0,6.0
2020-12-06,Alameda,December,359.0,7.0
2020-12-07,Alameda,December,966.0,4.0
2020-12-08,Alameda,December,865.0,8.0
2020-12-09,Alameda,December,896.0,4.0
2020-12-10,Alameda,December,845.0,2.0
2020-12-11,Alameda,December,768.0,5.0
2020-12-12,Alameda,December,568.0,7.0
2020-12-13,Alameda,December,436.0,5.0
2020-12-14,Alameda,December,1190.0,5.0
2020-12-15,Alameda,December,892.0,7.0
2020-12-16,Alameda,December,853.0,3.0
2020-12-17,Alameda,December,855.0,11.0
2020-12-18,Alameda,December,800.0,8.0
2020-12-19,Alameda,December,536.0,13.0
2020-12-20,Alameda,December,440.0,6.0
2020-12-21,Alameda,December,885.0,7.0
2020-12-22,Alameda,December,898.0,7.0
2020-12-23,Alameda,December,885.0,10.0
2020-12-24,Alameda,December,565.0,11.0
2020-12-25,Alameda,December,328.0,11.0
2020-12-26,Alameda,December,559.0,9.0
2020-12-27,Alameda,December,607.0,6.0
2020-12-28,Alameda,December,1234.0,10.0
2020-12-29,Alameda,December,1032.0,12.0
2020-12-30,Alameda,December,1055.0,11.0
2020-12-31,Alameda,December,761.0,14.0
2021-01-01,Alameda,January,502.0,9.0
2021-01-02,Alameda,January,633.0,15.0
2021-01-03,Alameda,January,590.0,11.0
2021-01-04,Alameda,January,1219.0,17.0
2021-01-05,Alameda,January,1223.0,10.0
2021-01-06,Alameda,January,1148.0,7.0
2021-01-07,Alameda,January,884.0,10.0
2021-01-08,Alameda,January,971.0,11.0
2021-01-09,Alameda,January,567.0,15.0
2021-01-10,Alameda,January,507.0,9.0
2021-01-11,Alameda,January,977.0,21.0
2021-01-12,Alameda,January,849.0,14.0
2021-01-13,Alameda,January,806.0,10.0
2021-01-14,Alameda,January,748.0,12.0
2021-01-15,Alameda,January,639.0,7.0
2021-01-16,Alameda,January,423.0,12.0
2021-01-17,Alameda,January,307.0,9.0
2021-01-18,Alameda,January,575.0,4.0
2021-01-19,Alameda,January,681.0,13.0
2021-01-20,Alameda,January,667.0,13.0
2021-01-21,Alameda,January,518.0,15.0
2021-01-22,Alameda,January,443.0,6.0
2021-01-23,Alameda,January,325.0,8.0
2021-01-24,Alameda,January,242.0,10.0
2021-01-25,Alameda,January,508.0,8.0
2021-01-26,Alameda,January,441.0,12.0
2021-01-27,Alameda,January,380.0,8.0
2021-01-28,Alameda,January,432.0,9.0
2021-01-29,Alameda,January,436.0,8.0
2021-01-30,Alameda,January,279.0,9.0
2021-01-31,Alameda,January,203.0,4.0
2021-02-01,Alameda,February,429.0,10.0
2021-02-02,Alameda,February,356.0,7.0
2021-02-03,Alameda,February,347.0,7.0
2021-02-04,Alameda,February,335.0,11.0
2021-02-05,Alameda,February,285.0,6.0
2021-02-06,Alameda,February,227.0,3.0
2021-02-07,Alameda,February,159.0,7.0
2021-02-08,Alameda,February,302.0,5.0
2021-02-09,Alameda,February,267.0,8.0
2021-02-10,Alameda,February,266.0,7.0
2021-02-11,Alameda,February,204.0,7.0
2021-02-12,Alameda,February,227.0,7.0
2021-02-13,Alameda,February,134.0,13.0
2021-02-14,Alameda,February,119.0,6.0
2021-02-15,Alameda,February,157.0,2.0
2021-02-16,Alameda,February,201.0,4.0
2021-02-17,Alameda,February,175.0,5.0
2021-02-18,Alameda,February,162.0,3.0
2021-02-19,Alameda,February,147.0,2.0
2021-02-20,Alameda,February,107.0,4.0
2021-02-22,Alameda,February,198.0,4.0
2021-02-23,Alameda,February,152.0,9.0
2021-02-24,Alameda,February,138.0,2.0
2021-02-25,Alameda,February,123.0,6.0
2021-02-26,Alameda,February,122.0,2.0
2021-02-27,Alameda,February,96.0,2.0
2021-02-28,Alameda,February,74.0,0.0
2021-03-01,Alameda,March,123.0,4.0
2021-03-02,Alameda,March,126.0,3.0
2021-03-03,Alameda,March,117.0,2.0
2021-03-04,Alameda,March,122.0,2.0
2021-03-05,Alameda,March,112.0,1.0
2021-03-06,Alameda,March,86.0,1.0
2021-03-07,Alameda,March,53.0,1.0
2021-03-08,Alameda,March,119.0,2.0
2021-03-09,Alameda,March,114.0,1.0
2021-03-10,Alameda,March,86.0,1.0
2021-03-11,Alameda,March,109.0,0.0
2021-03-12,Alameda,March,92.0,1.0
2021-03-13,Alameda,March,78.0,5.0
2021-03-14,Alameda,March,60.0,1.0
2021-03-15,Alameda,March,86.0,2.0
2021-03-17,Alameda,March,102.0,3.0
2021-03-18,Alameda,March,75.0,1.0
2021-03-19,Alameda,March,84.0,2.0
2021-03-20,Alameda,March,73.0,2.0
2021-03-21,Alameda,March,69.0,1.0
2021-03-22,Alameda,March,89.0,1.0
2021-03-23,Alameda,March,92.0,3.0
2021-03-24,Alameda,March,102.0,1.0
2021-03-25,Alameda,March,94.0,2.0
2021-03-27,Alameda,March,62.0,2.0
2021-03-28,Alameda,March,72.0,0.0
2021-03-29,Alameda,March,122.0,1.0
2021-03-30,Alameda,March,102.0,0.0
2021-03-31,Alameda,March,100.0,1.0
2021-04-01,Alameda,April,81.0,2.0
2021-04-02,Alameda,April,82.0,3.0
2021-04-03,Alameda,April,73.0,1.0
2021-04-04,Alameda,April,68.0,3.0
2021-04-05,Alameda,April,118.0,1.0
2021-04-06,Alameda,April,117.0,1.0
2021-04-07,Alameda,April,112.0,1.0
2021-04-08,Alameda,April,84.0,1.0
2021-04-09,Alameda,April,101.0,1.0
2021-04-10,Alameda,April,73.0,0.0
2021-04-11,Alameda,April,65.0,1.0
2021-04-12,Alameda,April,137.0,0.0
2021-04-13,Alameda,April,103.0,0.0
2021-04-14,Alameda,April,106.0,1.0
2021-04-15,Alameda,April,99.0,1.0
2021-04-16,Alameda,April,107.0,1.0
2021-04-17,Alameda,April,79.0,2.0
2021-04-18,Alameda,April,73.0,0.0
2021-04-19,Alameda,April,114.0,3.0
2021-04-20,Alameda,April,122.0,1.0
2021-04-21,Alameda,April,95.0,0.0
2021-04-22,Alameda,April,82.0,0.0
2021-04-23,Alameda,April,92.0,2.0
2021-04-24,Alameda,April,71.0,1.0
2021-04-25,Alameda,April,55.0,0.0
2021-04-26,Alameda,April,107.0,3.0
2021-04-27,Alameda,April,91.0,2.0
2021-04-28,Alameda,April,97.0,1.0
2021-04-29,Alameda,April,71.0,0.0
2021-04-30,Alameda,April,65.0,1.0
2021-05-01,Alameda,May,62.0,1.0
2021-05-02,Alameda,May,43.0,1.0
2021-05-03,Alameda,May,86.0,0.0
2021-05-04,Alameda,May,77.0,0.0
2021-05-05,Alameda,May,92.0,1.0
2021-05-06,Alameda,May,61.0,1.0
2021-05-07,Alameda,May,78.0,2.0
2021-05-08,Alameda,May,51.0,1.0
2021-05-09,Alameda,May,42.0,1.0
2021-05-10,Alameda,May,72.0,1.0
2021-05-11,Alameda,May,72.0,2.0
2021-05-12,Alameda,May,64.0,0.0
2021-05-13,Alameda,May,34.0,1.0
2021-05-14,Alameda,May,45.0,0.0
2021-05-15,Alameda,May,35.0,0.0
2021-05-16,Alameda,May,26.0,0.0
2021-05-17,Alameda,May,63.0,0.0
2021-05-18,Alameda,May,52.0,0.0
2021-05-19,Alameda,May,73.0,2.0
2021-05-20,Alameda,May,41.0,0.0
2021-05-21,Alameda,May,47.0,1.0
2021-05-22,Alameda,May,27.0,0.0
2021-05-23,Alameda,May,25.0,2.0
2021-05-24,Alameda,May,72.0,0.0
2021-05-25,Alameda,May,62.0,2.0
2021-05-26,Alameda,May,29.0,2.0
2021-05-27,Alameda,May,29.0,0.0
2021-05-28,Alameda,May,36.0,0.0
2021-05-29,Alameda,May,24.0,0.0
2021-05-30,Alameda,May,23.0,0.0
2021-05-31,Alameda,May,25.0,0.0
2021-06-01,Alameda,June,38.0,2.0
2021-06-02,Alameda,June,33.0,2.0
2021-06-03,Alameda,June,45.0,0.0
2021-06-04,Alameda,June,38.0,2.0
2021-06-05,Alameda,June,27.0,0.0
2021-06-06,Alameda,June,32.0,1.0
2021-06-07,Alameda,June,41.0,0.0
2021-06-08,Alameda,June,58.0,1.0
2021-06-09,Alameda,June,49.0,1.0
2021-06-10,Alameda,June,46.0,0.0
2021-06-11,Alameda,June,44.0,0.0
2021-06-12,Alameda,June,29.0,0.0
2021-06-13,Alameda,June,29.0,1.0
2021-06-14,Alameda,June,56.0,0.0
2021-06-15,Alameda,June,51.0,0.0
2021-06-16,Alameda,June,43.0,1.0
2021-06-17,Alameda,June,51.0,1.0
2021-06-18,Alameda,June,47.0,0.0
2021-06-19,Alameda,June,38.0,0.0
2021-06-20,Alameda,June,33.0,0.0
2021-06-21,Alameda,June,63.0,0.0
2021-06-22,Alameda,June,61.0,0.0
2021-06-23,Alameda,June,69.0,0.0
2021-06-24,Alameda,June,72.0,0.0
2021-06-25,Alameda,June,74.0,3.0
2021-06-26,Alameda,June,66.0,0.0
2021-06-27,Alameda,June,57.0,0.0
2021-06-28,Alameda,June,85.0,0.0
2021-06-29,Alameda,June,93.0,0.0
2021-06-30,Alameda,June,104.0,0.0
2021-07-01,Alameda,July,88.0,0.0
2021-07-05,Alameda,July,167.0,0.0
2021-07-06,Alameda,July,175.0,0.0
2021-07-07,Alameda,July,195.0,0.0
2021-07-08,Alameda,July,183.0,0.0
2021-07-12,Alameda,July,323.0,0.0
2021-07-13,Alameda,July,250.0,0.0
2021-07-14,Alameda,July,266.0,0.0
2021-07-15,Alameda,July,252.0,1.0
2021-07-18,Alameda,July,214.0,0.0
2021-07-19,Alameda,July,349.0,0.0
2021-07-20,Alameda,July,376.0,3.0
2021-07-21,Alameda,July,378.0,1.0
2021-07-22,Alameda,July,333.0,2.0
2021-07-25,Alameda,July,270.0,3.0
2021-07-26,Alameda,July,490.0,0.0
2021-07-27,Alameda,July,454.0,2.0
2021-07-28,Alameda,July,411.0,0.0
2021-07-29,Alameda,July,472.0,0.0
2021-08-01,Alameda,August,308.0,2.0
2021-08-02,Alameda,August,528.0,2.0
2021-08-03,Alameda,August,544.0,1.0
2021-08-04,Alameda,August,456.0,0.0
2021-08-05,Alameda,August,474.0,0.0
2021-08-06,Alameda,August,504.0,0.0
2021-08-07,Alameda,August,331.0,3.0
2021-08-08,Alameda,August,245.0,1.0
2021-08-09,Alameda,August,552.0,2.0
2021-08-10,Alameda,August,547.0,2.0
2021-08-11,Alameda,August,481.0,1.0
2021-08-12,Alameda,August,539.0,0.0
2021-08-13,Alameda,August,516.0,4.0
2021-08-14,Alameda,August,298.0,1.0
2021-08-15,Alameda,August,207.0,1.0
2021-08-16,Alameda,August,479.0,2.0
2021-08-17,Alameda,August,500.0,0.0
2021-08-18,Alameda,August,406.0,0.0
2021-08-19,Alameda,August,402.0,0.0
2021-08-20,Alameda,August,452.0,1.0
2021-08-21,Alameda,August,247.0,0.0
2021-08-22,Alameda,August,190.0,1.0
2021-08-23,Alameda,August,439.0,0.0
2021-08-24,Alameda,August,397.0,0.0
2021-08-25,Alameda,August,345.0,1.0
2021-08-26,Alameda,August,318.0,0.0
2021-08-27,Alameda,August,280.0,0.0
2021-08-28,Alameda,August,196.0,2.0
2021-08-29,Alameda,August,151.0,0.0
2021-08-30,Alameda,August,341.0,2.0
2021-08-31,Alameda,August,326.0,1.0
2021-09-01,Alameda,September,305.0,2.0
2021-09-02,Alameda,September,263.0,1.0
2021-09-03,Alameda,September,233.0,1.0
2021-09-04,Alameda,September,132.0,1.0
2021-09-05,Alameda,September,121.0,0.0
2021-09-06,Alameda,September,166.0,1.0
2021-09-07,Alameda,September,276.0,0.0
2021-09-08,Alameda,September,271.0,0.0
2021-09-09,Alameda,September,216.0,1.0
2021-09-10,Alameda,September,165.0,0.0
2021-09-11,Alameda,September,127.0,1.0
2021-09-12,Alameda,September,76.0,1.0
2021-09-13,Alameda,September,229.0,0.0
2021-09-14,Alameda,September,223.0,1.0
2021-09-15,Alameda,September,95.0,0.0
2021-09-16,Alameda,September,16.0,0.0
2020-05-05,Alpine,May,0.0,0.0
2020-05-06,Alpine,May,0.0,0.0
2020-05-07,Alpine,May,0.0,0.0
2020-05-08,Alpine,May,0.0,0.0
2020-05-09,Alpine,May,0.0,0.0
2020-05-10,Alpine,May,0.0,0.0
2020-05-11,Alpine,May,0.0,0.0
2020-05-12,Alpine,May,0.0,0.0
2020-05-13,Alpine,May,0.0,0.0
2020-05-14,Alpine,May,0.0,0.0
2020-05-15,Alpine,May,0.0,0.0
2020-05-16,Alpine,May,0.0,0.0
2020-05-17,Alpine,May,0.0,0.0
2020-05-18,Alpine,May,0.0,0.0
2020-05-19,Alpine,May,1.0,0.0
2020-05-20,Alpine,May,0.0,0.0
2020-05-21,Alpine,May,0.0,0.0
2020-05-22,Alpine,May,0.0,0.0
2020-05-23,Alpine,May,0.0,0.0
2020-05-24,Alpine,May,0.0,0.0
2020-05-25,Alpine,May,0.0,0.0
2020-05-26,Alpine,May,0.0,0.0
2020-05-27,Alpine,May,0.0,0.0
2020-05-28,Alpine,May,0.0,0.0
2020-05-29,Alpine,May,0.0,0.0
2020-05-30,Alpine,May,0.0,0.0
2020-05-31,Alpine,May,0.0,0.0
2020-06-01,Alpine,June,0.0,0.0
2020-06-02,Alpine,June,0.0,0.0
2020-06-03,Alpine,June,0.0,0.0
2020-06-04,Alpine,June,0.0,0.0
2020-06-05,Alpine,June,0.0,0.0
2020-06-06,Alpine,June,0.0,0.0
2020-06-07,Alpine,June,0.0,0.0
2020-06-08,Alpine,June,0.0,0.0
2020-06-09,Alpine,June,0.0,0.0
2020-06-10,Alpine,June,0.0,0.0
2020-06-11,Alpine,June,0.0,0.0
2020-06-12,Alpine,June,0.0,0.0
2020-06-13,Alpine,June,0.0,0.0
2020-06-14,Alpine,June,0.0,0.0
2020-06-15,Alpine,June,0.0,0.0
2020-06-16,Alpine,June,0.0,0.0
2020-06-17,Alpine,June,0.0,0.0
2020-06-18,Alpine,June,0.0,0.0
2020-06-19,Alpine,June,0.0,0.0
2020-06-20,Alpine,June,0.0,0.0
2020-06-21,Alpine,June,0.0,0.0
2020-06-22,Alpine,June,0.0,0.0
2020-06-23,Alpine,June,0.0,0.0
2020-06-24,Alpine,June,0.0,0.0
2020-06-25,Alpine,June,0.0,0.0
2020-06-26,Alpine,June,0.0,0.0
2020-06-27,Alpine,June,0.0,0.0
2020-06-28,Alpine,June,0.0,0.0
2020-06-29,Alpine,June,0.0,0.0
2020-06-30,Alpine,June,0.0,0.0
2020-07-01,Alpine,July,0.0,0.0
2020-07-02,Alpine,July,0.0,0.0
2020-07-03,Alpine,July,0.0,0.0
2020-07-04,Alpine,July,0.0,0.0
2020-07-05,Alpine,July,0.0,0.0
2020-07-06,Alpine,July,0.0,0.0
2020-07-07,Alpine,July,1.0,0.0
2020-07-08,Alpine,July,0.0,0.0
2020-07-09,Alpine,July,0.0,0.0
2020-07-10,Alpine,July,0.0,0.0
2020-07-11,Alpine,July,0.0,0.0
2020-07-12,Alpine,July,0.0,0.0
2020-07-13,Alpine,July,0.0,0.0
2020-07-14,Alpine,July,0.0,0.0
2020-07-15,Alpine,July,0.0,0.0
2020-07-16,Alpine,July,0.0,0.0
2020-07-17,Alpine,July,0.0,0.0
2020-07-18,Alpine,July,0.0,0.0
2020-07-19,Alpine,July,0.0,0.0
2020-07-20,Alpine,July,0.0,0.0
2020-07-21,Alpine,July,0.0,0.0
2020-07-22,Alpine,July,0.0,0.0
2020-07-23,Alpine,July,0.0,0.0
2020-07-24,Alpine,July,0.0,0.0
2020-07-25,Alpine,July,0.0,0.0
2020-07-26,Alpine,July,0.0,0.0
2020-07-27,Alpine,July,0.0,0.0
2020-07-28,Alpine,July,0.0,0.0
2020-07-29,Alpine,July,0.0,0.0
2020-07-30,Alpine,July,0.0,0.0
2020-07-31,Alpine,July,0.0,0.0
2020-08-01,Alpine,August,0.0,0.0
2020-08-02,Alpine,August,0.0,0.0
2020-08-03,Alpine,August,0.0,0.0
2020-08-04,Alpine,August,0.0,0.0
2020-08-05,Alpine,August,0.0,0.0
2020-08-06,Alpine,August,0.0,0.0
2020-08-07,Alpine,August,0.0,0.0
2020-08-08,Alpine,August,0.0,0.0
2020-08-09,Alpine,August,0.0,0.0
2020-08-10,Alpine,August,0.0,0.0
2020-08-11,Alpine,August,0.0,0.0
2020-08-12,Alpine,August,0.0,0.0
2020-08-13,Alpine,August,0.0,0.0
2020-08-14,Alpine,August,0.0,0.0
2020-08-15,Alpine,August,0.0,0.0
2020-08-16,Alpine,August,0.0,0.0
2020-08-17,Alpine,August,0.0,0.0
2020-08-18,Alpine,August,0.0,0.0
2020-08-19,Alpine,August,0.0,0.0
2020-08-20,Alpine,August,0.0,0.0
2020-08-21,Alpine,August,0.0,0.0
2020-08-22,Alpine,August,0.0,0.0
2020-08-23,Alpine,August,0.0,0.0
2020-08-24,Alpine,August,0.0,0.0
2020-08-25,Alpine,August,0.0,0.0
2020-08-26,Alpine,August,0.0,0.0
2020-08-27,Alpine,August,0.0,0.0
2020-08-28,Alpine,August,0.0,0.0
2020-08-29,Alpine,August,0.0,0.0
2020-08-30,Alpine,August,0.0,0.0
2020-08-31,Alpine,August,0.0,0.0
2020-09-01,Alpine,September,0.0,0.0
2020-09-02,Alpine,September,0.0,0.0
2020-09-03,Alpine,September,0.0,0.0
2020-09-04,Alpine,September,0.0,0.0
2020-09-05,Alpine,September,0.0,0.0
2020-09-06,Alpine,September,0.0,0.0
2020-09-07,Alpine,September,0.0,0.0
2020-09-08,Alpine,September,0.0,0.0
2020-09-09,Alpine,September,0.0,0.0
2020-09-10,Alpine,September,0.0,0.0
2020-09-11,Alpine,September,0.0,0.0
2020-09-12,Alpine,September,0.0,0.0
2020-09-13,Alpine,September,0.0,0.0
2020-09-14,Alpine,September,0.0,0.0
2020-09-15,Alpine,September,0.0,0.0
2020-09-16,Alpine,September,0.0,0.0
2020-09-17,Alpine,September,0.0,0.0
2020-09-18,Alpine,September,0.0,0.0
2020-09-19,Alpine,September,0.0,0.0
2020-09-20,Alpine,September,0.0,0.0
2020-09-21,Alpine,September,0.0,0.0
2020-09-22,Alpine,September,0.0,0.0
2020-09-23,Alpine,September,1.0,0.0
2020-09-24,Alpine,September,0.0,0.0
2020-09-25,Alpine,September,0.0,0.0
2020-09-26,Alpine,September,0.0,0.0
2020-09-27,Alpine,September,0.0,0.0
2020-09-28,Alpine,September,0.0,0.0
2020-09-29,Alpine,September,0.0,0.0
2020-09-30,Alpine,September,0.0,0.0
2020-10-01,Alpine,October,0.0,0.0
